"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0V660","2020-02-17 03:00:00","25.000","357.000","3.000","12.500","0.790","1018.900","","0.000","11.300","2.000","","13.700","","12.500",""
"C0G780","2020-02-17 03:00:00","27.000","17.000","3.300","11.100","0.700","1018.500","","0.000","9.000","360.000","","12.000","","11.100",""
"C0C590","2020-02-17 03:00:00","72.000","36.000","3.000","9.800","0.670","1016.400","","0.000","-99.000","-99.000","-99.000","10.000","","9.800",""
"C0M790","2020-02-17 03:00:00","15.000","25.000","3.800","11.400","0.690","1018.400","","0.000","10.000","6.000","","11.900","","11.400",""
"C0R130","2020-02-17 03:00:00","1040.000","258.000","1.200","12.700","0.970","900.400","","0.500","-99.000","-99.000","-99.000","15.100","","12.700",""
"C0AH30","2020-02-17 03:00:00","755.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X170","2020-02-17 03:00:00","50.000","37.000","2.400","12.800","0.720","1014.200","","0.000","-99.000","-99.000","-99.000","13.400","","12.700",""
"C0K291","2020-02-17 03:00:00","8.000","10.000","7.300","12.800","0.670","1020.700","","0.000","13.400","3.000","","13.100","","12.700",""
"C0D480","2020-02-17 03:00:00","223.000","0.000","0.000","8.200","0.950","997.200","","0.000","-99.000","-99.000","-99.000","8.300","","7.800",""
"C0F0C0","2020-02-17 03:00:00","983.000","28.000","0.400","10.800","0.990","907.800","","0.500","-99.000","-99.000","-99.000","10.800","","8.000",""
"C0U860","2020-02-17 03:00:00","5.000","12.000","0.600","11.800","0.610","1025.800","","0.000","-99.000","-99.000","-99.000","12.700","","11.800",""
"C0UA50","2020-02-17 03:00:00","808.000","321.000","3.000","4.400","1.000","930.400","","0.000","9.000","352.000","","4.500","","4.300",""
"C0X320","2020-02-17 03:00:00","30.000","11.000","5.000","12.300","0.700","1016.700","","0.000","-99.000","-99.000","-99.000","12.600","","11.900",""
"C0T960","2020-02-17 03:00:00","120.000","54.000","0.600","11.900","1.000","1009.600","","0.500","-99.000","-99.000","-99.000","12.500","","11.900",""
"C0SA80","2020-02-17 03:00:00","136.000","0.000","0.100","14.900","0.990","1006.600","","3.500","-99.000","-99.000","-99.000","15.400","","14.700",""
"C0E780","2020-02-17 03:00:00","160.000","293.000","0.800","8.800","0.830","1003.900","","0.000","-99.000","-99.000","-99.000","9.300","","8.800",""
"C0F9Q0","2020-02-17 03:00:00","149.000","349.000","4.800","9.800","0.780","1003.000","","0.000","10.800","29.000","","11.000","","9.800",""
"C0M520","2020-02-17 03:00:00","15.000","24.000","5.000","11.700","0.660","1019.000","","0.000","10.700","32.000","","12.100","","11.700",""
"C0A530","2020-02-17 03:00:00","300.000","0.000","0.000","7.500","0.990","990.200","","0.000","-99.000","-99.000","-99.000","7.600","","7.200",""
"C0E820","2020-02-17 03:00:00","220.000","30.000","3.800","7.800","0.840","997.100","","0.000","9.100","19.000","","8.300","","7.800",""
"C0K450","2020-02-17 03:00:00","35.000","7.000","5.600","11.500","0.660","1016.200","","0.000","-99.000","-99.000","-99.000","11.900","","11.500",""
"C0G760","2020-02-17 03:00:00","53.000","343.000","2.800","11.400","0.850","1018.100","","0.000","-99.000","-99.000","-99.000","11.900","","11.400",""
"CM0120","2020-02-17 03:00:00","4.000","40.000","9.500","12.900","0.650","1020.900","","0.000","16.700","51.000","","13.400","","12.900",""
"C0Z290","2020-02-17 03:00:00","946.000","343.000","0.400","7.800","1.000","915.000","","1.000","-99.000","-99.000","-99.000","8.700","","7.800",""
"C0V680","2020-02-17 03:00:00","40.000","1.000","2.300","12.900","0.810","1015.600","","0.000","-99.000","-99.000","-99.000","14.300","","12.700",""
"C0F9U0","2020-02-17 03:00:00","74.000","18.000","1.200","11.700","0.710","1012.500","","0.000","7.500","44.000","","12.500","","11.400",""
"C0AI10","2020-02-17 03:00:00","76.000","194.000","0.700","9.300","0.920","1016.100","","0.000","-99.000","-99.000","-99.000","9.900","","9.200",""
"C0V530","2020-02-17 03:00:00","34.000","9.000","3.000","12.300","0.730","1016.300","","0.000","-99.000","-99.000","-99.000","13.100","","12.300",""
"C0R550","2020-02-17 03:00:00","38.000","342.000","1.800","14.600","1.000","1016.300","","0.000","-99.000","-99.000","-99.000","16.300","","14.600",""
"C0F9L0","2020-02-17 03:00:00","253.000","37.000","3.900","9.300","0.830","990.800","","0.000","11.200","61.000","","9.900","","9.300",""
"C0A950","2020-02-17 03:00:00","60.000","337.000","9.400","11.700","0.740","1018.400","","0.000","-99.000","-99.000","-99.000","11.700","","11.500",""
"C0R160","2020-02-17 03:00:00","45.000","3.000","1.500","13.800","0.990","1014.200","","0.000","-99.000","-99.000","-99.000","15.300","","13.300",""
"C0F9S0","2020-02-17 03:00:00","43.000","353.000","3.400","11.100","0.710","1017.000","","0.000","-99.000","-99.000","-99.000","12.300","","11.100",""
"C0M820","2020-02-17 03:00:00","980.000","224.000","1.100","14.800","0.940","909.100","","0.500","-99.000","-99.000","-99.000","16.200","","14.800",""
"C0G870","2020-02-17 03:00:00","12.000","31.000","3.800","11.600","0.630","1021.400","","0.000","13.200","44.000","","12.500","","11.400",""
"C0R530","2020-02-17 03:00:00","16.000","348.000","3.600","13.600","0.900","1018.400","","0.000","-99.000","-99.000","-99.000","16.200","","13.600",""
"C0O840","2020-02-17 03:00:00","134.000","69.000","0.400","11.100","0.830","1003.100","","0.000","-99.000","-99.000","-99.000","11.500","","11.100",""
"C0A890","2020-02-17 03:00:00","40.000","0.000","0.000","-99.000","0.800","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0A660","2020-02-17 03:00:00","97.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0T9H0","2020-02-17 03:00:00","725.000","49.000","3.500","8.100","0.990","939.400","","0.000","-99.000","-99.000","-99.000","8.600","","8.100",""
"C0R270","2020-02-17 03:00:00","51.000","3.000","2.700","15.700","0.970","1013.100","","0.000","-99.000","-99.000","-99.000","17.400","","15.600",""
"C0O980","2020-02-17 03:00:00","18.000","9.000","2.700","12.500","0.670","1020.000","","0.000","-99.000","-99.000","-99.000","13.000","","12.300",""
"C0T9I0","2020-02-17 03:00:00","152.000","352.000","0.500","11.900","0.940","1006.800","","4.000","-99.000","-99.000","-99.000","12.500","","11.900",""
"C0V760","2020-02-17 03:00:00","30.000","30.000","3.100","13.200","0.780","1017.400","","0.000","-99.000","-99.000","-99.000","14.600","","13.200",""
"C0AG90","2020-02-17 03:00:00","25.000","74.000","1.600","11.700","0.650","1023.400","","0.000","7.100","124.000","","11.700","","10.900",""
"C0R570","2020-02-17 03:00:00","37.000","7.000","1.600","14.500","0.940","1014.500","","1.000","-99.000","-99.000","-99.000","17.000","","14.500",""
"C0O900","2020-02-17 03:00:00","9.000","12.000","5.200","12.500","0.850","1020.100","","0.000","-99.000","-99.000","-99.000","12.800","","12.300",""
"C0AD00","2020-02-17 03:00:00","86.000","38.000","1.600","11.200","0.700","1016.200","","0.000","7.300","46.000","","12.200","","11.100",""
"C0V700","2020-02-17 03:00:00","24.000","24.000","4.100","14.000","0.790","1016.800","","0.000","-99.000","-99.000","-99.000","15.400","","13.800",""
"C0AH00","2020-02-17 03:00:00","38.000","23.000","1.600","11.200","0.670","1021.200","","0.000","-99.000","-99.000","-99.000","11.200","","10.800",""
"C0X080","2020-02-17 03:00:00","2.000","22.000","6.900","12.800","0.560","1020.500","","0.000","12.600","22.000","","13.200","","12.800",""
"C0G910","2020-02-17 03:00:00","42.000","352.000","4.600","11.100","0.710","1017.500","","0.000","-99.000","-99.000","-99.000","11.900","","11.100",""
"C0I480","2020-02-17 03:00:00","2165.000","140.000","1.500","8.600","0.990","789.600","","0.500","-99.000","-99.000","-99.000","9.000","","8.500",""
"C0A860","2020-02-17 03:00:00","362.000","15.000","3.100","7.300","0.860","982.400","","0.000","-99.000","-99.000","-99.000","7.400","","7.300",""
"C0U940","2020-02-17 03:00:00","25.000","354.000","0.900","11.000","0.620","1023.700","","0.000","-99.000","-99.000","-99.000","11.200","","10.800",""
"C0S970","2020-02-17 03:00:00","19.000","37.000","1.300","15.800","0.850","1020.000","","1.000","-99.000","-99.000","-99.000","16.200","","15.700",""
"C0V260","2020-02-17 03:00:00","126.000","200.000","1.900","13.600","0.850","1005.100","","0.000","-99.000","-99.000","-99.000","15.000","","13.600",""
"C0H990","2020-02-17 03:00:00","3076.000","212.000","12.500","3.600","0.990","704.500","","0.500","21.500","210.000","","4.000","","3.500",""
"C0AH90","2020-02-17 03:00:00","660.000","242.000","1.400","5.000","0.950","950.900","","0.000","-99.000","-99.000","-99.000","5.300","","4.900",""
"C0W150","2020-02-17 03:00:00","42.000","48.000","4.700","10.100","0.620","1021.800","","0.000","-99.000","-99.000","-99.000","11.000","","10.000",""
"C0F000","2020-02-17 03:00:00","273.000","25.000","4.600","8.200","0.990","986.300","","0.000","11.300","18.000","","9.600","","8.200",""
"C0K410","2020-02-17 03:00:00","20.000","20.000","5.400","11.400","0.680","1017.900","","0.000","11.800","35.000","","12.100","","11.400",""
"C0R140","2020-02-17 03:00:00","740.000","318.000","0.300","12.900","1.000","937.000","","1.500","-99.000","-99.000","-99.000","14.000","","12.400",""
"C0V800","2020-02-17 03:00:00","256.000","121.000","0.500","17.600","0.950","988.100","","0.000","-99.000","-99.000","-99.000","17.900","","16.600",""
"C0S830","2020-02-17 03:00:00","288.000","34.000","2.400","12.400","0.950","991.300","","0.000","-99.000","-99.000","-99.000","12.800","","12.400",""
"C0S920","2020-02-17 03:00:00","98.000","0.000","0.000","15.100","0.940","1006.200","","0.000","-99.000","-99.000","-99.000","15.700","","15.100",""
"C0V640","2020-02-17 03:00:00","35.000","17.000","4.200","13.300","0.690","1016.700","","0.000","-99.000","-99.000","-99.000","13.900","","13.300",""
"C0AH80","2020-02-17 03:00:00","68.000","0.000","0.000","9.700","0.860","1017.300","","0.000","-99.000","-99.000","-99.000","9.900","","9.300",""
"C0K250","2020-02-17 03:00:00","12.000","16.000","6.800","11.000","0.700","1020.300","","0.000","12.300","7.000","","11.900","","11.000",""
"C0R840","2020-02-17 03:00:00","536.000","44.000","7.500","12.300","-99.000","958.800","","0.500","-99.000","-99.000","-99.000","12.700","","12.200",""
"C0I410","2020-02-17 03:00:00","180.000","12.000","0.600","11.500","0.780","999.400","","0.000","-99.000","-99.000","-99.000","11.700","","11.000",""
"C0M410","2020-02-17 03:00:00","245.000","181.000","0.600","13.600","0.960","987.100","","0.000","-99.000","-99.000","-99.000","15.300","","13.500",""
"C0F9Z0","2020-02-17 03:00:00","3193.000","230.000","5.700","2.700","0.910","694.600","","1.000","20.900","258.000","","3.800","","2.700",""
"C0G810","2020-02-17 03:00:00","26.000","358.000","1.600","11.400","0.790","1018.100","","0.000","-99.000","-99.000","-99.000","12.700","","11.400",""
"C0Z070","2020-02-17 03:00:00","247.000","6.000","3.200","11.300","1.000","994.300","","0.000","-99.000","-99.000","-99.000","11.900","","11.300",""
"CM0180","2020-02-17 03:00:00","313.000","238.000","1.000","13.000","0.920","984.000","","0.000","-99.000","-99.000","-99.000","14.600","","13.000",""
"C0T9N0","2020-02-17 03:00:00","261.000","43.000","1.800","12.000","0.970","993.000","","0.000","-99.000","-99.000","-99.000","12.600","","12.000",""
"C0K470","2020-02-17 03:00:00","97.000","300.000","0.700","11.500","0.860","1009.700","","0.000","-99.000","-99.000","-99.000","12.200","","11.300",""
"C0R720","2020-02-17 03:00:00","214.000","4.000","7.300","14.700","0.950","996.400","","1.000","13.000","2.000","","14.800","","14.400",""
"C0V650","2020-02-17 03:00:00","28.000","16.000","4.800","12.600","0.770","1019.300","","0.000","12.200","25.000","","14.000","","12.600",""
"C0H9C0","2020-02-17 03:00:00","3402.000","300.000","1.400","2.500","0.980","674.200","","2.500","-99.000","-99.000","-99.000","3.000","","2.500",""
"C0U780","2020-02-17 03:00:00","15.000","326.000","1.500","11.500","0.620","1024.700","","0.000","-99.000","-99.000","-99.000","11.600","","11.300",""
"C0U760","2020-02-17 03:00:00","22.000","313.000","1.300","11.500","0.660","1024.100","","0.000","-99.000","-99.000","-99.000","11.500","","11.100",""
"C0X290","2020-02-17 03:00:00","10.000","25.000","8.600","13.100","0.660","1019.800","","0.000","14.900","23.000","","13.600","","13.100",""
"C0E830","2020-02-17 03:00:00","37.000","32.000","4.200","10.700","0.690","1018.300","","0.000","13.500","30.000","","11.000","","10.600",""
"C0K330","2020-02-17 03:00:00","38.000","355.000","2.200","11.200","0.710","1016.400","","0.000","-99.000","-99.000","-99.000","11.800","","11.200",""
"C0M660","2020-02-17 03:00:00","40.000","16.000","4.300","11.300","0.710","1016.900","","0.000","-99.000","-99.000","-99.000","11.800","","11.300",""
"C0D580","2020-02-17 03:00:00","120.000","0.000","0.200","8.300","0.930","1010.000","","1.000","-99.000","-99.000","-99.000","9.000","","8.000",""
"C0R640","2020-02-17 03:00:00","21.000","16.000","1.500","14.700","0.900","1018.600","","0.000","-99.000","-99.000","-99.000","16.600","","14.500",""
"C0E810","2020-02-17 03:00:00","53.000","22.000","4.600","9.300","0.830","1017.400","","0.000","-99.000","-99.000","-99.000","9.400","","9.100",""
"C0G830","2020-02-17 03:00:00","27.000","8.000","5.800","10.800","0.760","1016.600","","0.000","-99.000","-99.000","-99.000","11.700","","10.800",""
"C0A550","2020-02-17 03:00:00","422.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G750","2020-02-17 03:00:00","31.000","340.000","4.200","10.700","0.700","1019.000","","0.000","9.900","8.000","","11.700","","10.700",""
"C0Z270","2020-02-17 03:00:00","343.000","61.000","0.300","10.300","0.990","984.000","","2.000","-99.000","-99.000","-99.000","10.700","","10.300",""
"C0UA30","2020-02-17 03:00:00","1397.000","72.000","0.800","1.700","1.000","864.900","","0.500","-99.000","-99.000","-99.000","2.200","","1.300",""
"C0I080","2020-02-17 03:00:00","536.000","0.000","0.200","9.400","0.980","961.400","","1.000","-99.000","-99.000","-99.000","11.600","","9.400",""
"C0UA00","2020-02-17 03:00:00","392.000","0.000","0.100","8.400","0.870","979.600","","0.000","-99.000","-99.000","-99.000","8.700","","8.300",""
"C0AD40","2020-02-17 03:00:00","32.000","89.000","1.700","10.000","0.760","1022.000","","0.000","-99.000","-99.000","-99.000","10.000","","9.500",""
"C0G900","2020-02-17 03:00:00","20.000","26.000","7.100","11.200","0.750","1017.800","","0.000","21.800","31.000","","11.800","","11.100",""
"C0S660","2020-02-17 03:00:00","794.000","158.000","0.700","9.500","1.000","932.900","","0.000","-99.000","-99.000","-99.000","10.100","","9.500",""
"C0M640","2020-02-17 03:00:00","155.000","0.000","0.200","10.800","0.880","1002.400","","0.500","-99.000","-99.000","-99.000","11.600","","10.800",""
"C0R660","2020-02-17 03:00:00","20.000","77.000","2.100","16.300","0.970","1018.400","","1.000","-99.000","-99.000","-99.000","18.400","","16.000",""
"C0UA10","2020-02-17 03:00:00","1711.000","0.000","0.200","0.900","1.000","834.400","","0.500","-99.000","-99.000","-99.000","1.800","","0.600",""
"C0V770","2020-02-17 03:00:00","26.000","350.000","1.100","13.300","0.740","1017.300","","0.000","-99.000","-99.000","-99.000","14.400","","13.200",""
"C0E730","2020-02-17 03:00:00","26.000","49.000","2.400","10.200","0.720","1019.500","","0.000","-99.000","-99.000","-99.000","10.300","","9.800",""
"C0V810","2020-02-17 03:00:00","32.000","359.000","3.500","13.100","0.990","1015.600","","0.000","-99.000","-99.000","-99.000","14.200","","13.100",""
"C0A9C0","2020-02-17 03:00:00","35.000","21.000","1.800","10.800","0.700","1022.300","","0.000","-99.000","-99.000","-99.000","11.300","","10.800",""
"C0X310","2020-02-17 03:00:00","9.000","11.000","11.500","13.700","0.550","1020.700","","0.000","-99.000","-99.000","-99.000","14.100","","13.500",""
"C0K280","2020-02-17 03:00:00","23.000","11.000","5.600","12.200","0.650","1021.000","","0.000","11.500","358.000","","12.700","","12.200",""
"C0M650","2020-02-17 03:00:00","20.000","6.000","3.600","11.800","0.660","1019.300","","0.000","10.800","358.000","","12.400","","11.800",""
"C0S910","2020-02-17 03:00:00","212.000","38.000","15.200","16.100","0.990","996.700","","0.500","22.700","37.000","","16.700","","15.800",""
"C0D570","2020-02-17 03:00:00","15.000","24.000","0.800","10.200","0.770","1022.700","","0.000","-99.000","-99.000","-99.000","10.200","","9.600",""
"C0M710","2020-02-17 03:00:00","15.000","9.000","6.400","12.800","0.600","1019.700","","0.000","14.100","3.000","","13.000","","12.600",""
"C0V490","2020-02-17 03:00:00","20.000","356.000","3.300","13.800","0.750","1018.100","","1.000","-99.000","-99.000","-99.000","15.400","","13.800",""
"C0E870","2020-02-17 03:00:00","34.000","43.000","3.100","10.200","0.740","1021.500","","0.000","9.700","27.000","","10.500","","9.900",""
"C0M800","2020-02-17 03:00:00","440.000","207.000","0.800","13.600","0.980","968.800","","0.000","-99.000","-99.000","-99.000","15.100","","13.500",""
"C0S790","2020-02-17 03:00:00","236.000","16.000","0.900","13.600","0.920","996.500","","0.500","-99.000","-99.000","-99.000","13.700","","13.400",""
"C0D590","2020-02-17 03:00:00","143.000","47.000","3.400","9.300","0.730","1008.600","","0.000","9.500","38.000","","9.500","","9.200",""
"C0U990","2020-02-17 03:00:00","31.000","295.000","0.500","11.600","0.640","1023.000","","0.000","-99.000","-99.000","-99.000","12.000","","11.600",""
"C0M700","2020-02-17 03:00:00","150.000","352.000","0.500","11.800","0.850","1003.700","","0.000","-99.000","-99.000","-99.000","12.100","","11.400",""
"C0A970","2020-02-17 03:00:00","96.000","1.000","9.300","10.700","0.880","1014.500","","0.000","15.700","346.000","","10.900","","10.500",""
"CM0110","2020-02-17 03:00:00","7.000","27.000","6.300","11.200","0.610","1021.400","","-99.000","14.000","29.000","","11.900","","11.100",""
"C0S940","2020-02-17 03:00:00","150.000","15.000","2.200","13.000","0.970","1005.400","","0.000","-99.000","-99.000","-99.000","13.300","","12.900",""
"C0X250","2020-02-17 03:00:00","33.000","13.000","3.800","12.100","0.650","1017.100","","0.000","10.100","36.000","","12.500","","12.000",""
"C0K520","2020-02-17 03:00:00","10.000","23.000","4.900","11.900","0.660","1019.100","","0.000","11.400","18.000","","12.500","","11.900",""
"C0Z200","2020-02-17 03:00:00","153.000","116.000","1.100","11.900","0.990","1006.600","","0.000","-99.000","-99.000","-99.000","12.400","","11.900",""
"C0V740","2020-02-17 03:00:00","60.000","323.000","2.000","13.100","0.830","1014.400","","0.000","-99.000","-99.000","-99.000","14.200","","13.100",""
"C0V790","2020-02-17 03:00:00","410.000","82.000","0.300","14.800","0.970","971.000","","0.000","-99.000","-99.000","-99.000","14.900","","13.900",""
"C0G860","2020-02-17 03:00:00","45.000","328.000","1.800","12.100","0.710","1014.800","","0.000","-99.000","-99.000","-99.000","12.400","","12.000",""
"C0F0A0","2020-02-17 03:00:00","3587.000","184.000","6.000","-0.200","1.000","660.600","","0.000","19.000","182.000","","0.600","","-0.200",""
"C0Z250","2020-02-17 03:00:00","1124.000","0.000","0.200","7.000","0.990","895.100","","2.500","-99.000","-99.000","-99.000","8.200","","7.000",""
"C0K440","2020-02-17 03:00:00","35.000","350.000","7.600","10.800","0.730","1017.500","","0.000","-99.000","-99.000","-99.000","11.500","","10.800",""
"C0T900","2020-02-17 03:00:00","160.000","166.000","0.300","11.700","0.910","1003.500","","0.500","-99.000","-99.000","-99.000","12.000","","11.600",""
"C0F9V0","2020-02-17 03:00:00","525.000","23.000","1.500","7.400","1.000","959.700","","0.000","-99.000","-99.000","-99.000","7.500","","7.100",""
"C0UA20","2020-02-17 03:00:00","2619.000","205.000","5.900","5.400","1.000","-99.000","","0.500","-99.000","-99.000","-99.000","5.900","","5.400",""
"C0M850","2020-02-17 03:00:00","695.000","0.000","0.000","13.800","0.990","938.900","","0.500","-99.000","-99.000","-99.000","14.600","","12.200",""
"C0C620","2020-02-17 03:00:00","19.000","50.000","3.500","11.100","0.670","1022.400","","0.000","8.800","60.000","","11.100","","10.800",""
"C0I360","2020-02-17 03:00:00","300.000","277.000","1.100","9.900","0.920","984.900","","0.500","-99.000","-99.000","-99.000","11.100","","9.800",""
"C0M810","2020-02-17 03:00:00","1354.000","0.000","0.200","13.000","0.990","868.800","","0.000","-99.000","-99.000","-99.000","13.600","","13.000",""
"C0AC80","2020-02-17 03:00:00","40.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"CM0140","2020-02-17 03:00:00","26.000","55.000","1.700","14.400","0.840","1020.300","","1.000","8.200","71.000","","14.900","","14.400",""
"C0M830","2020-02-17 03:00:00","540.000","175.000","0.300","14.900","0.980","958.000","","0.500","-99.000","-99.000","-99.000","16.500","","14.900",""
"C0V750","2020-02-17 03:00:00","50.000","354.000","4.000","13.000","0.660","1015.900","","0.000","-99.000","-99.000","-99.000","14.100","","13.000",""
"C0K530","2020-02-17 03:00:00","12.000","32.000","6.100","12.300","0.700","1020.100","","0.000","14.000","28.000","","12.900","","12.300",""
"C0M780","2020-02-17 03:00:00","30.000","33.000","2.300","11.600","0.690","1018.000","","0.000","7.900","42.000","","12.000","","11.600",""
"C0V360","2020-02-17 03:00:00","94.000","348.000","1.400","12.600","0.780","1009.100","","0.000","-99.000","-99.000","-99.000","13.300","","12.600",""
"C0K510","2020-02-17 03:00:00","10.000","11.000","4.400","11.800","0.660","1019.400","","0.000","10.400","6.000","","12.400","","11.800",""
"C0D650","2020-02-17 03:00:00","97.000","51.000","4.000","9.800","0.690","1013.400","","0.000","10.900","51.000","","10.000","","9.800",""
"C0U910","2020-02-17 03:00:00","17.000","299.000","1.800","11.900","0.700","1023.900","","0.000","-99.000","-99.000","-99.000","12.300","","11.800",""
"C0AC40","2020-02-17 04:00:00","1079.000","59.000","5.400","0.700","0.990","898.300","","0.000","15.400","57.000","","1.000","","0.700",""
"C0AI00","2020-02-17 04:00:00","188.000","25.000","2.600","8.500","0.830","1004.300","","0.000","9.300","38.000","","8.800","","8.500",""
"C0T9M0","2020-02-17 04:00:00","92.000","335.000","2.500","12.400","1.000","1014.900","","3.500","-99.000","-99.000","-99.000","12.900","","12.400",""
"C0S960","2020-02-17 04:00:00","32.000","18.000","1.600","15.800","0.820","1018.500","","0.000","-99.000","-99.000","-99.000","16.600","","15.700",""
"C0K430","2020-02-17 04:00:00","30.000","5.000","4.100","10.800","0.690","1018.900","","0.000","11.500","356.000","","11.900","","10.800",""
"C0Z170","2020-02-17 04:00:00","199.000","0.000","0.000","13.300","0.910","1002.000","","0.000","-99.000","-99.000","-99.000","13.800","","13.000",""
"C0Z100","2020-02-17 04:00:00","36.000","232.000","0.700","12.500","0.950","1020.900","","0.000","-99.000","-99.000","-99.000","13.000","","12.500",""
"C0U710","2020-02-17 04:00:00","1942.000","86.000","1.200","2.800","1.000","808.400","","0.000","-99.000","-99.000","-99.000","2.800","","-0.300",""
"C0SA30","2020-02-17 04:00:00","92.000","15.000","4.200","14.100","0.830","1012.900","","0.000","-99.000","-99.000","-99.000","14.800","","14.100",""
"C0V500","2020-02-17 04:00:00","6.000","354.000","1.000","13.700","0.780","1018.200","","0.000","-99.000","-99.000","-99.000","15.500","","13.700",""
"CM0160","2020-02-17 04:00:00","159.000","17.000","1.900","9.600","0.840","1004.100","","0.000","-99.000","-99.000","-99.000","11.100","","9.600",""
"C0V350","2020-02-17 04:00:00","36.000","334.000","1.300","13.600","0.880","1017.000","","0.000","-99.000","-99.000","-99.000","15.700","","13.500",""
"C0W120","2020-02-17 04:00:00","58.000","-99.000","-99.000","13.400","0.630","1014.700","","0.000","-99.000","-99.000","-99.000","14.400","","13.400",""
"C0R470","2020-02-17 04:00:00","103.000","238.000","1.200","13.700","0.900","1008.500","","0.000","-99.000","-99.000","-99.000","15.700","","13.700",""
"C0M770","2020-02-17 04:00:00","164.000","355.000","1.500","10.700","0.900","1001.400","","0.500","-99.000","-99.000","-99.000","11.700","","10.400",""
"C0S930","2020-02-17 04:00:00","248.000","0.000","0.200","13.000","0.930","994.500","","1.000","-99.000","-99.000","-99.000","13.700","","12.900",""
"C0F9Y0","2020-02-17 04:00:00","3313.000","245.000","6.100","1.400","0.980","684.400","","2.500","19.300","227.000","","2.600","","1.300",""
"C0E790","2020-02-17 04:00:00","344.000","95.000","3.100","8.000","1.000","980.300","","0.000","-99.000","-99.000","-99.000","9.000","","8.000",""
"C0O810","2020-02-17 04:00:00","161.000","187.000","0.700","12.800","0.990","1002.600","","0.000","-99.000","-99.000","-99.000","14.300","","12.800",""
"C0R520","2020-02-17 04:00:00","18.000","351.000","2.400","13.600","0.980","1018.100","","0.500","-99.000","-99.000","-99.000","16.200","","13.600",""
"C0G880","2020-02-17 04:00:00","92.000","325.000","1.900","11.900","0.800","1009.900","","0.000","-99.000","-99.000","-99.000","13.100","","11.900",""
"C0R260","2020-02-17 04:00:00","76.000","294.000","0.500","15.700","0.990","1010.600","","1.500","-99.000","-99.000","-99.000","18.100","","15.700",""
"C0U950","2020-02-17 04:00:00","1012.000","304.000","7.200","2.300","1.000","909.100","","0.500","-99.000","-99.000","-99.000","2.600","","2.100",""
"C0O860","2020-02-17 04:00:00","38.000","349.000","1.700","12.700","0.790","1015.600","","0.000","-99.000","-99.000","-99.000","13.200","","12.500",""
"C0R320","2020-02-17 04:00:00","7.000","65.000","9.500","17.500","0.750","1019.000","","0.000","16.800","61.000","","18.000","","17.500",""
"C0S980","2020-02-17 04:00:00","901.000","315.000","1.600","9.800","1.000","919.200","","4.500","-99.000","-99.000","-99.000","10.500","","9.700",""
"C0X110","2020-02-17 04:00:00","20.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0V310","2020-02-17 04:00:00","46.000","337.000","2.900","14.100","0.710","1013.800","","0.000","-99.000","-99.000","-99.000","16.000","","14.100",""
"C0G620","2020-02-17 04:00:00","110.000","351.000","2.100","9.700","0.900","1007.700","","0.000","-99.000","-99.000","-99.000","11.000","","9.500",""
"C0A560","2020-02-17 04:00:00","405.000","0.000","0.000","7.000","1.000","978.200","","0.500","-99.000","-99.000","-99.000","7.000","","6.500",""
"C0X190","2020-02-17 04:00:00","10.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0S950","2020-02-17 04:00:00","415.000","138.000","0.800","12.400","0.940","974.100","","0.000","-99.000","-99.000","-99.000","13.000","","12.200",""
"C0A880","2020-02-17 04:00:00","6.000","354.000","2.900","11.700","0.680","-99.000","","0.000","10.400","1.000","","11.800","","11.400",""
"C0I530","2020-02-17 04:00:00","3014.000","-99.000","-99.000","3.100","1.000","699.400","","0.000","-99.000","-99.000","-99.000","3.700","","3.000",""
"C0M670","2020-02-17 04:00:00","43.000","355.000","3.700","11.300","0.720","1015.900","","0.000","-99.000","-99.000","-99.000","12.000","","11.300",""
"C0Z061","2020-02-17 04:00:00","174.000","332.000","1.100","12.100","0.990","1006.500","","0.000","-99.000","-99.000","-99.000","13.000","","12.100",""
"C0M730","2020-02-17 04:00:00","40.000","354.000","1.900","12.100","0.700","1015.900","","0.000","-99.000","-99.000","-99.000","13.000","","12.100",""
"C0U750","2020-02-17 04:00:00","398.000","14.000","6.200","8.100","0.830","976.800","","0.000","12.100","9.000","","8.100","","7.100",""
"C0A650","2020-02-17 04:00:00","287.000","212.000","0.900","7.300","0.990","991.700","","0.000","-99.000","-99.000","-99.000","7.800","","7.300",""
