"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0E550","2020-02-17 00:00:00","84.000","70.000","4.000","9.700","0.790","1015.400","","18.500","-99.000","-99.000","-99.000","20.400","","9.100",""
"C0AC70","2020-02-17 00:00:00","71.000","15.000","0.500","10.900","0.650","1018.400","","3.500","-99.000","-99.000","-99.000","21.600","","9.900",""
"CM0130","2020-02-17 00:00:00","11.000","360.000","8.100","14.600","0.650","1020.300","","0.000","14.000","360.000","","25.600","","14.100",""
"C0W110","2020-02-17 00:00:00","16.000","-99.000","-99.000","9.400","0.600","1024.800","","12.500","-99.000","-99.000","-99.000","13.600","","8.800",""
"C0R670","2020-02-17 00:00:00","26.000","75.000","6.700","18.100","0.730","1017.900","","0.000","12.100","89.000","","27.400","","18.100",""
"C0S740","2020-02-17 00:00:00","289.000","48.000","2.300","12.600","0.960","990.800","","0.000","-99.000","-99.000","-99.000","21.600","","12.600",""
"C0U980","2020-02-17 00:00:00","573.000","321.000","5.100","5.400","1.000","959.700","","1.500","-99.000","-99.000","-99.000","18.300","","5.400",""
"C0V250","2020-02-17 00:00:00","298.000","163.000","0.300","14.700","0.880","985.000","","0.000","-99.000","-99.000","-99.000","29.700","","14.500",""
"C0AH70","2020-02-17 00:00:00","34.000","46.000","1.000","11.300","0.570","1023.800","","5.500","-99.000","-99.000","-99.000","22.500","","10.500",""
"C0M760","2020-02-17 00:00:00","40.000","357.000","3.100","12.100","0.760","1017.200","","9.500","-99.000","-99.000","-99.000","22.900","","12.100",""
"C0O950","2020-02-17 00:00:00","4.000","349.000","3.100","13.800","0.700","1019.900","","0.000","-99.000","-99.000","-99.000","25.600","","12.800",""
"C0F9A0","2020-02-17 00:00:00","425.000","291.000","0.900","10.500","0.900","971.400","","0.000","-99.000","-99.000","-99.000","22.700","","10.400",""
"C0A9F0","2020-02-17 00:00:00","35.000","103.000","1.100","11.100","0.660","1023.900","","4.500","-99.000","-99.000","-99.000","22.400","","10.400",""
"C0I460","2020-02-17 00:00:00","110.000","11.000","3.100","12.100","0.760","1008.900","","0.000","-99.000","-99.000","-99.000","23.900","","12.100",""
"C0W160","2020-02-17 00:00:00","49.000","46.000","15.100","10.200","0.740","1016.800","","12.500","-99.000","-99.000","-99.000","15.800","","9.800",""
"C0E420","2020-02-17 00:00:00","19.000","48.000","2.500","10.100","0.680","1021.300","","39.000","7.600","36.000","","19.500","","9.500",""
"C0R190","2020-02-17 00:00:00","32.000","6.000","1.100","17.100","0.940","1015.600","","1.500","-99.000","-99.000","-99.000","30.600","","17.000",""
"C0I010","2020-02-17 00:00:00","1562.000","244.000","1.300","11.500","0.980","851.100","","1.500","-99.000","-99.000","-99.000","18.900","","11.500",""
"C0F930","2020-02-17 00:00:00","100.000","40.000","1.700","10.300","0.720","1010.400","","4.000","-99.000","-99.000","-99.000","23.100","","9.900",""
"C0X180","2020-02-17 00:00:00","62.000","351.000","2.300","12.400","0.940","1013.300","","0.000","-99.000","-99.000","-99.000","27.100","","12.400",""
"C0ACA0","2020-02-17 00:00:00","25.000","0.000","0.200","10.900","0.640","1023.400","","20.500","-99.000","-99.000","-99.000","22.000","","9.600",""
"C0X260","2020-02-17 00:00:00","39.000","20.000","4.800","12.300","0.780","1017.200","","0.000","-99.000","-99.000","-99.000","24.000","","12.000",""
"C0K500","2020-02-17 00:00:00","12.000","17.000","6.300","11.600","0.740","1019.300","","1.000","-99.000","-99.000","-99.000","22.700","","11.400",""
"CM0010","2020-02-17 00:00:00","68.000","44.000","1.100","10.800","0.660","1019.700","","5.500","-99.000","-99.000","-99.000","20.800","","9.800",""
"C0O990","2020-02-17 00:00:00","18.000","358.000","2.000","13.000","0.870","1018.600","","0.000","-99.000","-99.000","-99.000","28.900","","12.900",""
"C0E430","2020-02-17 00:00:00","258.000","7.000","1.100","7.900","0.890","998.100","","18.500","-99.000","-99.000","-99.000","20.500","","7.900",""
"C0D390","2020-02-17 00:00:00","146.000","0.000","0.000","8.900","0.840","1007.300","","18.000","-99.000","-99.000","-99.000","21.200","","8.600",""
"C0T9F0","2020-02-17 00:00:00","251.000","11.000","0.400","11.500","0.950","994.900","","1.000","-99.000","-99.000","-99.000","22.000","","11.400",""
"C0R350","2020-02-17 00:00:00","35.000","53.000","6.600","18.300","0.870","1016.200","","0.500","11.900","55.000","","28.700","","18.300",""
"C0K550","2020-02-17 00:00:00","15.000","7.000","4.900","12.300","0.710","1020.300","","9.000","11.800","8.000","","23.200","","11.700",""
"C0C670","2020-02-17 00:00:00","250.000","35.000","2.300","7.900","0.800","996.900","","22.000","-99.000","-99.000","-99.000","21.600","","7.500",""
"C0A980","2020-02-17 00:00:00","11.000","336.000","1.500","10.800","0.700","1026.900","","29.000","-99.000","-99.000","-99.000","21.100","","10.000",""
"C0UA60","2020-02-17 00:00:00","566.000","7.000","4.000","7.300","0.930","957.300","","0.000","-99.000","-99.000","-99.000","19.000","","7.300",""
"C0V720","2020-02-17 00:00:00","15.000","15.000","0.500","17.800","0.720","1018.400","","1.500","-99.000","-99.000","-99.000","29.500","","17.600",""
"C0K420","2020-02-17 00:00:00","42.000","17.000","5.400","11.200","0.720","1016.600","","7.000","-99.000","-99.000","-99.000","23.400","","11.100",""
"C0D540","2020-02-17 00:00:00","227.000","54.000","1.900","7.800","0.920","999.700","","16.000","7.100","55.000","","20.800","","7.600",""
"C0E590","2020-02-17 00:00:00","40.000","45.000","2.400","9.800","0.780","1018.300","","16.500","-99.000","-99.000","-99.000","20.900","","9.500",""
"C0Z330","2020-02-17 00:00:00","488.000","345.000","1.500","11.300","0.990","968.600","","1.500","-99.000","-99.000","-99.000","19.800","","11.300",""
"C0R580","2020-02-17 00:00:00","10.000","343.000","3.000","16.000","0.860","1018.900","","1.000","-99.000","-99.000","-99.000","28.900","","16.000",""
"C0S810","2020-02-17 00:00:00","65.000","21.000","2.000","15.500","0.850","1018.100","","0.500","7.800","41.000","","26.000","","15.500",""
"C0V820","2020-02-17 00:00:00","441.000","190.000","1.100","15.200","0.990","971.000","","0.500","-99.000","-99.000","-99.000","28.100","","15.200",""
"C0K490","2020-02-17 00:00:00","91.000","346.000","0.600","12.500","0.780","1010.800","","1.500","-99.000","-99.000","-99.000","21.900","","12.200",""
"C0SA20","2020-02-17 00:00:00","857.000","12.000","2.700","10.100","1.000","924.600","","3.500","-99.000","-99.000","-99.000","23.300","","10.100",""
"CM0140","2020-02-17 00:00:00","26.000","67.000","2.300","14.900","0.830","1020.900","","2.500","-99.000","-99.000","-99.000","25.400","","14.900",""
"C0AC80","2020-02-17 00:00:00","40.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0M810","2020-02-17 00:00:00","1354.000","280.000","1.400","13.600","0.990","869.600","","3.500","-99.000","-99.000","-99.000","20.100","","13.600",""
"C0I360","2020-02-17 00:00:00","300.000","268.000","2.700","11.100","0.990","985.100","","0.000","-99.000","-99.000","-99.000","24.000","","10.600",""
"C0C620","2020-02-17 00:00:00","19.000","39.000","2.500","10.700","0.690","1023.700","","45.000","-99.000","-99.000","-99.000","20.000","","9.600",""
"C0M850","2020-02-17 00:00:00","695.000","0.000","0.000","15.000","0.990","939.400","","0.000","-99.000","-99.000","-99.000","25.900","","14.000",""
"C0UA20","2020-02-17 00:00:00","2619.000","204.000","5.500","5.900","1.000","-99.000","","11.000","-99.000","-99.000","-99.000","7.900","","5.900",""
"C0F9V0","2020-02-17 00:00:00","525.000","12.000","2.900","7.700","1.000","960.700","","1.500","-99.000","-99.000","-99.000","22.700","","7.700",""
"C0T900","2020-02-17 00:00:00","160.000","161.000","0.600","12.000","0.920","1004.000","","0.500","-99.000","-99.000","-99.000","20.500","","12.000",""
"C0K440","2020-02-17 00:00:00","35.000","351.000","8.800","11.300","0.780","1018.000","","14.000","-99.000","-99.000","-99.000","23.200","","11.000",""
"C0Z250","2020-02-17 00:00:00","1124.000","0.000","0.200","8.200","0.990","895.800","","5.500","-99.000","-99.000","-99.000","21.100","","8.100",""
"C0F0A0","2020-02-17 00:00:00","3587.000","196.000","5.900","0.500","1.000","661.200","","7.500","15.600","209.000","","2.600","","0.400",""
"C0G860","2020-02-17 00:00:00","45.000","351.000","2.700","12.500","0.750","1015.100","","0.500","-99.000","-99.000","-99.000","23.800","","12.400",""
"C0V790","2020-02-17 00:00:00","410.000","260.000","3.400","15.000","0.970","971.300","","0.500","-99.000","-99.000","-99.000","28.800","","15.000",""
"C0V740","2020-02-17 00:00:00","60.000","334.000","2.100","14.500","0.840","1014.500","","0.000","-99.000","-99.000","-99.000","29.100","","14.300",""
"C0Z200","2020-02-17 00:00:00","153.000","113.000","0.800","12.300","0.990","1007.300","","0.500","-99.000","-99.000","-99.000","20.500","","12.300",""
"C0K520","2020-02-17 00:00:00","10.000","20.000","5.400","12.300","0.660","1019.900","","4.500","12.300","16.000","","22.800","","11.800",""
"C0X250","2020-02-17 00:00:00","33.000","20.000","4.700","12.500","0.750","1017.400","","0.000","-99.000","-99.000","-99.000","25.000","","12.100",""
"C0S940","2020-02-17 00:00:00","150.000","17.000","2.100","13.400","0.990","1006.000","","0.000","-99.000","-99.000","-99.000","23.400","","13.300",""
"CM0110","2020-02-17 00:00:00","7.000","23.000","7.600","11.800","0.550","1021.800","","-99.000","13.000","24.000","","23.200","","11.500",""
"C0A970","2020-02-17 00:00:00","96.000","2.000","10.000","10.700","0.950","1015.000","","11.500","-99.000","-99.000","-99.000","21.900","","9.500",""
"C0M700","2020-02-17 00:00:00","150.000","322.000","0.600","12.100","0.840","1004.600","","0.000","-99.000","-99.000","-99.000","23.600","","12.100",""
"C0U990","2020-02-17 00:00:00","31.000","301.000","0.400","11.900","0.630","1023.600","","1.500","-99.000","-99.000","-99.000","21.100","","11.900",""
"C0D590","2020-02-17 00:00:00","143.000","50.000","2.700","9.200","0.760","1009.700","","47.500","-99.000","-99.000","-99.000","18.700","","8.300",""
"C0S790","2020-02-17 00:00:00","236.000","19.000","0.600","13.900","0.980","996.900","","0.000","-99.000","-99.000","-99.000","26.200","","13.900",""
"C0A570","2020-02-17 00:00:00","360.000","0.000","0.000","7.500","0.990","985.000","","9.500","-99.000","-99.000","-99.000","17.400","","7.100",""
"C0M800","2020-02-17 00:00:00","440.000","205.000","2.100","15.400","0.930","969.100","","0.000","-99.000","-99.000","-99.000","26.400","","15.400",""
"C0E870","2020-02-17 00:00:00","34.000","49.000","2.800","10.400","0.770","1023.200","","27.500","-99.000","-99.000","-99.000","20.100","","10.000",""
"C0V490","2020-02-17 00:00:00","20.000","352.000","2.200","15.400","0.740","1018.300","","0.000","-99.000","-99.000","-99.000","27.100","","15.400",""
"C0M710","2020-02-17 00:00:00","15.000","11.000","7.100","13.000","0.690","1019.800","","8.000","15.500","12.000","","24.300","","12.300",""
"C0D570","2020-02-17 00:00:00","15.000","43.000","0.500","9.900","0.760","1024.300","","46.500","-99.000","-99.000","-99.000","19.500","","9.400",""
"C0S910","2020-02-17 00:00:00","212.000","36.000","13.500","16.500","0.990","997.100","","0.500","19.500","41.000","","25.900","","16.100",""
"C0M650","2020-02-17 00:00:00","20.000","8.000","4.700","12.300","0.730","1019.500","","0.500","9.800","3.000","","23.300","","11.600",""
"C0K280","2020-02-17 00:00:00","23.000","8.000","7.600","12.400","0.660","1021.600","","1.500","13.800","9.000","","22.400","","11.900",""
"C0X310","2020-02-17 00:00:00","9.000","15.000","11.600","14.200","0.660","1021.100","","0.000","-99.000","-99.000","-99.000","25.300","","13.400",""
"C0A9C0","2020-02-17 00:00:00","35.000","11.000","1.100","11.000","0.680","1023.600","","17.500","6.300","21.000","","21.900","","10.200",""
"C0V810","2020-02-17 00:00:00","32.000","342.000","3.900","14.100","1.000","1015.800","","0.000","-99.000","-99.000","-99.000","26.400","","14.100",""
"C0E730","2020-02-17 00:00:00","26.000","54.000","1.900","10.300","0.720","1020.900","","34.500","-99.000","-99.000","-99.000","21.300","","9.900",""
"C0V770","2020-02-17 00:00:00","26.000","340.000","1.400","14.400","0.750","1017.300","","0.000","-99.000","-99.000","-99.000","28.900","","14.400",""
"C0UA10","2020-02-17 00:00:00","1711.000","0.000","0.200","1.500","1.000","835.100","","2.500","-99.000","-99.000","-99.000","12.800","","1.500",""
"C0R660","2020-02-17 00:00:00","20.000","34.000","2.400","18.900","0.890","1018.400","","2.500","-99.000","-99.000","-99.000","26.900","","18.200",""
"C0M640","2020-02-17 00:00:00","155.000","15.000","2.300","11.700","0.860","1003.100","","0.000","-99.000","-99.000","-99.000","25.000","","11.600",""
"C0S660","2020-02-17 00:00:00","794.000","324.000","0.600","10.000","0.990","933.600","","1.500","-99.000","-99.000","-99.000","22.800","","10.000",""
"C0G900","2020-02-17 00:00:00","20.000","27.000","8.100","11.900","0.630","1018.200","","1.500","20.200","29.000","","23.800","","11.600",""
"C0AD40","2020-02-17 00:00:00","32.000","90.000","1.300","10.200","0.710","1023.600","","8.500","-99.000","-99.000","-99.000","21.100","","9.300",""
"C0UA00","2020-02-17 00:00:00","392.000","332.000","2.100","8.800","0.850","980.300","","0.500","-99.000","-99.000","-99.000","18.300","","8.800",""
"C0I080","2020-02-17 00:00:00","536.000","0.000","0.000","11.600","0.980","961.400","","0.000","-99.000","-99.000","-99.000","25.700","","10.700",""
"C0UA30","2020-02-17 00:00:00","1397.000","257.000","0.300","2.200","1.000","865.600","","9.000","-99.000","-99.000","-99.000","15.900","","2.200",""
"C0Z270","2020-02-17 00:00:00","343.000","38.000","1.400","10.700","0.990","984.500","","7.500","-99.000","-99.000","-99.000","21.400","","10.700",""
"C0G750","2020-02-17 00:00:00","31.000","342.000","5.400","11.400","0.690","1019.500","","3.000","11.300","294.000","","22.700","","11.200",""
"C0A550","2020-02-17 00:00:00","422.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G830","2020-02-17 00:00:00","27.000","9.000","7.100","11.400","0.770","1017.000","","3.500","-99.000","-99.000","-99.000","23.500","","11.300",""
"C0E810","2020-02-17 00:00:00","53.000","30.000","3.700","9.400","0.850","1018.800","","15.000","-99.000","-99.000","-99.000","20.200","","8.900",""
"C0R640","2020-02-17 00:00:00","21.000","14.000","1.700","16.700","0.830","1018.400","","0.500","-99.000","-99.000","-99.000","27.100","","16.700",""
"C0D580","2020-02-17 00:00:00","120.000","105.000","0.400","9.000","0.850","1011.500","","32.500","-99.000","-99.000","-99.000","20.600","","8.500",""
"C0M660","2020-02-17 00:00:00","40.000","14.000","5.000","11.700","0.750","1017.700","","3.500","10.600","6.000","","22.700","","11.500",""
"C0K330","2020-02-17 00:00:00","38.000","2.000","2.900","11.500","0.750","1017.000","","5.000","-99.000","-99.000","-99.000","23.000","","11.500",""
"C0C480","2020-02-17 00:00:00","105.000","127.000","0.600","9.800","0.700","1014.400","","24.500","-99.000","-99.000","-99.000","22.200","","9.200",""
"C0S900","2020-02-17 00:00:00","27.000","28.000","5.400","17.800","0.880","1019.000","","8.500","10.900","53.000","","27.300","","17.800",""
"C0SA00","2020-02-17 00:00:00","466.000","0.000","0.000","12.700","1.000","968.500","","1.000","-99.000","-99.000","-99.000","25.300","","12.700",""
"C0V730","2020-02-17 00:00:00","33.000","325.000","2.900","16.000","0.790","1017.000","","1.000","-99.000","-99.000","-99.000","29.200","","16.000",""
"C0G730","2020-02-17 00:00:00","27.000","25.000","8.700","11.300","0.650","1019.700","","12.500","13.800","14.000","","22.700","","11.000",""
"C0Z300","2020-02-17 00:00:00","182.000","46.000","1.000","13.000","0.990","1003.800","","0.000","-99.000","-99.000","-99.000","22.500","","13.000",""
"C0H9A0","2020-02-17 00:00:00","1595.000","284.000","1.500","11.400","0.980","848.900","","3.500","-99.000","-99.000","-99.000","23.700","","10.800",""
"C0S840","2020-02-17 00:00:00","22.000","335.000","1.300","16.100","0.920","1022.100","","2.500","-99.000","-99.000","-99.000","28.000","","15.900",""
"C0Z150","2020-02-17 00:00:00","27.000","245.000","1.600","13.800","0.870","1021.800","","0.000","-99.000","-99.000","-99.000","22.000","","13.700",""
"C0W170","2020-02-17 00:00:00","42.000","34.000","6.900","8.100","0.530","1022.000","","14.500","-99.000","-99.000","-99.000","12.500","","7.500",""
"C0E540","2020-02-17 00:00:00","32.000","46.000","4.800","10.600","0.730","1021.400","","22.500","-99.000","-99.000","-99.000","19.800","","9.900",""
"C0D660","2020-02-17 00:00:00","65.000","68.000","4.000","10.300","0.640","1018.100","","41.500","-99.000","-99.000","-99.000","20.800","","9.400",""
"C0U650","2020-02-17 00:00:00","442.000","245.000","1.300","7.400","0.980","974.700","","6.500","-99.000","-99.000","-99.000","20.300","","7.300",""
"C0G810","2020-02-17 00:00:00","26.000","1.000","2.800","11.900","0.760","1018.500","","2.000","-99.000","-99.000","-99.000","24.400","","11.800",""
"C0F9Z0","2020-02-17 00:00:00","3193.000","251.000","3.700","3.400","0.930","695.300","","3.000","11.100","295.000","","6.200","","2.800",""
"C0M410","2020-02-17 00:00:00","245.000","155.000","1.300","15.400","0.910","987.500","","0.000","-99.000","-99.000","-99.000","29.100","","15.400",""
"C0I410","2020-02-17 00:00:00","180.000","8.000","2.300","12.000","0.800","1000.000","","0.000","-99.000","-99.000","-99.000","23.200","","11.500",""
"C0R840","2020-02-17 00:00:00","536.000","41.000","6.600","12.700","-99.000","959.200","","5.000","-99.000","-99.000","-99.000","23.600","","12.700",""
"C0K250","2020-02-17 00:00:00","12.000","19.000","5.900","11.700","0.710","1021.000","","4.000","-99.000","-99.000","-99.000","21.500","","11.400",""
"C0AH80","2020-02-17 00:00:00","68.000","0.000","0.000","10.000","0.790","1018.400","","6.500","-99.000","-99.000","-99.000","19.600","","9.200",""
"C0V640","2020-02-17 00:00:00","35.000","14.000","4.300","13.800","0.830","1017.000","","0.000","-99.000","-99.000","-99.000","27.000","","13.700",""
"C0S920","2020-02-17 00:00:00","98.000","0.000","0.000","15.800","0.930","1006.400","","0.500","-99.000","-99.000","-99.000","27.500","","15.600",""
"C0S830","2020-02-17 00:00:00","288.000","26.000","2.300","12.500","0.990","991.800","","0.000","-99.000","-99.000","-99.000","24.600","","12.500",""
"C0V800","2020-02-17 00:00:00","256.000","0.000","0.200","17.700","0.930","988.200","","4.500","-99.000","-99.000","-99.000","28.800","","17.700",""
"C0R140","2020-02-17 00:00:00","740.000","340.000","0.500","14.300","1.000","937.200","","0.000","-99.000","-99.000","-99.000","25.200","","13.900",""
"C0K410","2020-02-17 00:00:00","20.000","17.000","5.500","11.900","0.720","1018.500","","5.500","11.800","18.000","","23.700","","11.500",""
"C0F000","2020-02-17 00:00:00","273.000","28.000","5.500","9.100","0.860","986.600","","3.000","12.800","12.000","","22.200","","8.800",""
"C0W150","2020-02-17 00:00:00","42.000","58.000","5.100","11.100","0.680","1021.900","","23.000","-99.000","-99.000","-99.000","18.300","","11.100",""
"C0AH90","2020-02-17 00:00:00","660.000","252.000","1.200","5.200","0.950","952.000","","7.000","-99.000","-99.000","-99.000","16.400","","5.200",""
"C0F9K0","2020-02-17 00:00:00","30.000","37.000","5.600","10.600","0.690","1018.000","","6.500","14.100","41.000","","22.100","","10.500",""
"C0H990","2020-02-17 00:00:00","3076.000","213.000","11.500","3.900","0.990","705.300","","1.500","20.400","227.000","","5.600","","2.600",""
"C0V260","2020-02-17 00:00:00","126.000","206.000","1.800","15.100","0.850","1005.400","","0.500","-99.000","-99.000","-99.000","29.300","","14.900",""
"C0S970","2020-02-17 00:00:00","19.000","51.000","1.800","16.300","0.840","1020.300","","3.500","-99.000","-99.000","-99.000","27.200","","16.300",""
"C0U940","2020-02-17 00:00:00","25.000","30.000","1.200","11.100","0.650","1024.600","","0.000","-99.000","-99.000","-99.000","20.000","","11.100",""
"C0A860","2020-02-17 00:00:00","362.000","11.000","2.300","7.200","0.870","983.700","","71.500","-99.000","-99.000","-99.000","21.700","","6.300",""
"C0I480","2020-02-17 00:00:00","2165.000","138.000","1.000","9.000","0.990","790.300","","4.500","6.100","154.000","","13.200","","7.400",""
"C0G910","2020-02-17 00:00:00","42.000","359.000","8.600","11.600","0.710","1017.500","","2.500","-99.000","-99.000","-99.000","23.800","","11.600",""
"C0X080","2020-02-17 00:00:00","2.000","21.000","7.500","13.200","0.670","1020.900","","0.000","-99.000","-99.000","-99.000","26.200","","12.100",""
"C0AH00","2020-02-17 00:00:00","38.000","356.000","2.300","10.900","0.680","1022.400","","8.500","-99.000","-99.000","-99.000","21.400","","9.800",""
"C0V700","2020-02-17 00:00:00","24.000","17.000","2.900","15.400","0.780","1016.900","","0.000","-99.000","-99.000","-99.000","27.200","","15.400",""
"C0AD00","2020-02-17 00:00:00","86.000","37.000","1.800","11.400","0.740","1017.400","","54.000","-99.000","-99.000","-99.000","20.500","","9.400",""
"C0O900","2020-02-17 00:00:00","9.000","358.000","4.900","12.500","0.990","1020.400","","0.000","-99.000","-99.000","-99.000","26.700","","12.400",""
"C0R570","2020-02-17 00:00:00","37.000","22.000","1.400","17.100","0.810","1014.500","","0.000","-99.000","-99.000","-99.000","30.300","","16.900",""
"C0AG90","2020-02-17 00:00:00","25.000","11.000","2.000","11.500","0.630","1024.800","","5.000","-99.000","-99.000","-99.000","22.200","","10.600",""
"C0V760","2020-02-17 00:00:00","30.000","30.000","3.300","14.700","0.780","1017.400","","0.000","-99.000","-99.000","-99.000","28.200","","14.600",""
"C0T9I0","2020-02-17 00:00:00","152.000","344.000","0.600","12.400","0.930","1007.600","","8.500","-99.000","-99.000","-99.000","21.300","","12.300",""
"C0O980","2020-02-17 00:00:00","18.000","359.000","2.800","12.800","0.810","1020.200","","0.000","8.500","7.000","","28.700","","12.700",""
"C0R270","2020-02-17 00:00:00","51.000","347.000","3.400","17.600","0.950","1012.800","","0.000","-99.000","-99.000","-99.000","29.600","","17.600",""
"C0T9H0","2020-02-17 00:00:00","725.000","64.000","3.700","8.500","0.990","940.100","","0.000","-99.000","-99.000","-99.000","19.500","","8.500",""
"C0A660","2020-02-17 00:00:00","97.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0A890","2020-02-17 00:00:00","40.000","0.000","0.000","-99.000","0.930","-99.000","","5.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0O840","2020-02-17 00:00:00","134.000","11.000","1.100","11.500","0.900","1003.500","","0.000","-99.000","-99.000","-99.000","25.600","","11.500",""
"C0R530","2020-02-17 00:00:00","16.000","352.000","2.600","16.900","0.800","1018.100","","1.000","-99.000","-99.000","-99.000","26.800","","16.900",""
"C0G870","2020-02-17 00:00:00","12.000","26.000","4.900","12.400","0.580","1021.900","","6.000","11.100","27.000","","22.500","","12.100",""
"C0M820","2020-02-17 00:00:00","980.000","222.000","0.500","16.400","0.890","909.600","","0.500","-99.000","-99.000","-99.000","22.800","","14.200",""
"C0F9S0","2020-02-17 00:00:00","43.000","1.000","4.300","11.800","0.680","1017.200","","1.500","-99.000","-99.000","-99.000","24.300","","11.600",""
"C0R160","2020-02-17 00:00:00","45.000","9.000","1.400","15.300","0.990","1014.200","","0.000","-99.000","-99.000","-99.000","29.500","","15.200",""
"C0A950","2020-02-17 00:00:00","60.000","337.000","11.300","11.700","0.790","1019.000","","0.500","-99.000","-99.000","-99.000","19.400","","10.100",""
"C0F9L0","2020-02-17 00:00:00","253.000","45.000","5.400","10.100","0.750","991.700","","2.000","13.000","54.000","","23.500","","9.600",""
"C0R550","2020-02-17 00:00:00","38.000","331.000","2.400","16.700","0.930","1016.300","","0.500","-99.000","-99.000","-99.000","30.600","","16.700",""
"C0V530","2020-02-17 00:00:00","34.000","1.000","3.300","13.200","0.850","1016.500","","0.000","-99.000","-99.000","-99.000","28.400","","13.200",""
"CM0120","2020-02-17 00:00:00","4.000","41.000","9.300","13.500","0.670","1021.700","","13.000","16.300","35.000","","24.000","","13.200",""
"C0G760","2020-02-17 00:00:00","53.000","351.000","3.000","12.000","0.990","1018.500","","1.000","-99.000","-99.000","-99.000","23.100","","11.900",""
"C0K430","2020-02-17 00:00:00","30.000","7.000","4.700","11.600","0.720","1019.500","","8.000","11.600","353.000","","22.900","","11.300",""
"C0S960","2020-02-17 00:00:00","32.000","354.000","1.100","16.600","0.820","1018.900","","0.000","-99.000","-99.000","-99.000","26.700","","16.500",""
"C0T9M0","2020-02-17 00:00:00","92.000","345.000","2.200","12.900","1.000","1015.400","","20.000","-99.000","-99.000","-99.000","23.200","","12.900",""
"C0AI00","2020-02-17 00:00:00","188.000","17.000","2.800","8.400","0.870","1005.500","","30.000","-99.000","-99.000","-99.000","21.100","","7.800",""
"C0AC40","2020-02-17 00:00:00","1079.000","68.000","6.100","0.700","0.990","899.500","","32.000","12.100","67.000","","16.900","","0.200",""
"C0A930","2020-02-17 00:00:00","216.000","341.000","1.000","8.600","0.810","1000.100","","84.000","-99.000","-99.000","-99.000","23.200","","7.700",""
"C0A640","2020-02-17 00:00:00","241.000","0.000","0.000","7.800","0.970","1000.400","","9.500","-99.000","-99.000","-99.000","19.700","","7.500",""
"C0I420","2020-02-17 00:00:00","305.000","208.000","2.600","12.000","0.860","985.000","","0.000","-99.000","-99.000","-99.000","23.100","","12.000",""
"C0R170","2020-02-17 00:00:00","26.000","0.000","0.200","16.000","0.990","1017.300","","0.000","-99.000","-99.000","-99.000","31.200","","16.000",""
"C0M530","2020-02-17 00:00:00","1385.000","0.000","0.000","13.800","0.990","872.000","","0.000","-99.000","-99.000","-99.000","19.300","","13.200",""
"C0H960","2020-02-17 00:00:00","120.000","85.000","0.800","12.100","0.810","1006.300","","0.000","-99.000","-99.000","-99.000","24.000","","12.100",""
"C0V620","2020-02-17 00:00:00","18.000","6.000","2.700","13.500","0.790","1018.800","","0.000","-99.000","-99.000","-99.000","26.300","","13.500",""
"C0X280","2020-02-17 00:00:00","22.000","33.000","8.200","13.300","0.670","1018.900","","0.000","13.700","29.000","","25.100","","12.200",""
"C0AH40","2020-02-17 00:00:00","426.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0T9A0","2020-02-17 00:00:00","498.000","51.000","0.300","9.400","0.990","966.100","","2.500","-99.000","-99.000","-99.000","20.200","","9.400",""
"C0K390","2020-02-17 00:00:00","31.000","31.000","5.800","11.600","0.770","1018.300","","5.500","-99.000","-99.000","-99.000","23.000","","11.400",""
"C0I540","2020-02-17 00:00:00","3344.000","-99.000","-99.000","2.600","1.000","680.200","","-99.000","-99.000","-99.000","-99.000","4.200","","1.300",""
"C0G890","2020-02-17 00:00:00","24.000","21.000","9.000","11.500","0.650","1019.000","","4.000","15.200","31.000","","23.500","","11.200",""
"C0G720","2020-02-17 00:00:00","50.000","7.000","4.600","11.400","0.730","1015.500","","3.500","9.900","8.000","","23.400","","11.300",""
"C0UA40","2020-02-17 00:00:00","1121.000","39.000","3.000","3.200","1.000","896.000","","5.000","-99.000","-99.000","-99.000","16.000","","3.200",""
"C0V400","2020-02-17 00:00:00","56.000","52.000","4.800","13.900","0.870","1013.500","","0.000","-99.000","-99.000","-99.000","28.100","","13.900",""
"C0X130","2020-02-17 00:00:00","27.000","352.000","4.100","13.400","0.760","1017.700","","0.000","-99.000","-99.000","-99.000","26.900","","13.200",""
"C0A520","2020-02-17 00:00:00","48.000","0.000","0.200","10.300","0.780","1021.800","","17.000","-99.000","-99.000","-99.000","21.800","","9.500",""
"C0Z170","2020-02-17 00:00:00","199.000","65.000","1.500","13.600","0.930","1002.400","","0.500","-99.000","-99.000","-99.000","22.300","","13.600",""
